#RA,DEC,gaia_source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pmtot,ruwe,Gmag,RPmag,rmag_jplus,zmag_jplus,method,Teff,reported_UCD,sp_type_simbad,ph_type_ahmed,sp_type_panstarrs,ph_type_reyle,sp_type_smart,sp_type_zhang2009,sp_type_zhang2010,sp_type_schmidt,ph_type_skrzypek
189.43774,55.012016,1.5710974563307E+018,3.7163,0.604,0.634,0.514,4.294,0.646,4.341,1.421,20.264174,18.801228,,18.448664,par,2900,0,,,,,,,,,
134.58604,36.34232,7.18402583848757E+017,4.3288,0.6574,-8.955,0.726,-11.587,0.55,14.644,1.142,20.185272,18.776846,,18.496536,par,2800,0,,,,,,,,,
127.97786,23.268265,6.65969352515787E+017,8.6461,0.4166,65.659,0.366,-192.629,0.273,203.512,1.023,19.642818,18.158634,21.543,17.941,par+diag,2900,1,,M7.5,,M7,,,,,
128.24814,24.055706,6.78417713928275E+017,9.0073,0.3962,-119.86,0.513,-19.44,0.333,121.427,1.088,19.464172,17.933659,,,par,2700,1,M7V,M7.5,,,,,,,
131.54704,31.548862,7.06892655612421E+017,,,,,,,,,21.1007,19.638874,21.878,19.516,diag,2900,0,,,,,,,,,
134.07652,35.66102,7.16860145128597E+017,8.5824,0.8487,-120.306,0.775,-93.071,0.655,152.104,1.159,20.30618,18.73108,21.675,18.471,par+diag,2700,1,M8V,,,,,,,,
131.97644,32.335194,,,,,,,,,,,,22.144,19.886,diag,2250,0,,,,,,,,,
127.980515,23.331367,6.78354728234205E+017,4.1132,0.8006,10.889,0.715,-12.512,0.508,16.587,1.182,20.308096,18.796593,,18.53959,par,2800,1,,M7.5,,,,,,,
188.50716,55.18659,1.57115937687398E+018,8.5569,0.4043,11.637,0.358,-67.234,0.425,68.234,1.106,19.937294,18.435226,21.733,18.077,all,2800,0,,,,,,,,,
220.14038,42.410717,1.48998205114236E+018,9.4779,0.3691,-13.904,0.355,25.547,0.372,29.085,1.076,20.122095,18.588146,,18.145588,par+pm,2500,1,M9V,,,,,,,,
219.85493,42.695236,1.49299450684414E+018,15.1121,0.4772,-22.354,0.408,73.957,0.5,77.262,1.064,20.266546,18.683182,,18.26672,par+pm,2350,1,M8V,,,,,,,L0,
211.16371,48.758152,1.50954823851579E+018,8.8084,0.2119,-123.664,0.16,81.338,0.224,148.015,1.037,18.872433,17.448105,20.607,17.359,all,2900,0,,,,,,,,,
130.88239,30.47981,7.06390251811753E+017,4.8703,0.5249,-3.343,0.511,-33.592,0.431,33.758,1.097,19.793037,18.327671,21.864,18.138,par+diag,2800,1,M7V,,,,,,,,
139.105,41.756954,8.16042480570774E+017,4.4179,0.8352,-43.028,0.864,-27.364,0.669,50.992,1.011,20.613066,19.184849,22.02,18.962,all,2800,0,,,,,,,,,
130.68225,30.113565,7.06365920822881E+017,4.4743,0.9237,14.181,0.98,-28.609,0.705,31.931,1.07,20.675999,19.286554,22.399,19.011,pm+diag,2800,0,,,,,,,,,
127.70552,22.883606,6.65930075040606E+017,5.5845,0.5518,-38.16,0.627,-17.554,0.408,42.003,1.07,19.842018,18.395437,21.626,18.267,par+diag,2900,1,,M7,,,,,,,
131.54378,31.84143,7.06916398190065E+017,,,,,,,,,19.491749,17.504955,20.51,17.308,diag,2900,0,M6V,,,,,,,,
207.43271,50.61491,1.51091819564396E+018,2.6278,1.0433,-39.885,1.028,7.811,1.12,40.642,0.965,20.854858,19.497364,22.308,19.408,pm+diag,2900,0,,,,,,,,,
139.38203,42.132946,8.16147037255882E+017,3.3712,0.8853,14.823,0.74,-17.031,0.785,22.579,1.048,20.537813,19.027386,,18.976303,pm,2900,0,,,,,,,,,
139.38167,42.132797,8.16147037255882E+017,3.3712,0.8853,14.823,0.74,-17.031,0.785,22.579,1.048,20.537813,19.027386,,,pm,2800,0,,,,,,,,,
134.0294,35.91311,7.16876942745743E+017,4.8145,1.0108,69.779,0.939,-64.399,0.762,94.955,1.061,20.456696,18.96871,,18.656906,pm,2800,0,,,,,,,,,
190.86966,55.0303,,,,,,,,,,,,22.455,20.159,diag,2900,0,,,,,,,,,
220.45218,42.297096,1.49005884945197E+018,22.0525,0.6261,-127.663,0.611,97.801,0.725,160.819,1.124,20.439175,18.904823,,18.469456,par+pm,2500,0,,,,,,,,,
137.26022,39.97342,8.15450324840805E+017,7.2042,0.602,53.704,0.627,-89.41,0.531,104.299,1.037,20.190165,18.682121,,18.361206,par,2800,0,,,,,,,,,
208.69499,50.11366,,,,,,,,,,,,22.233,19.909,diag,2800,0,,,,,,,,,
127.90019,23.697638,6.78376379164843E+017,21.6904,0.1584,67.598,0.143,32.037,0.109,74.805,1.063,17.620241,16.141052,19.757,15.953,par+diag,2800,1,M7V,M7.5,M7,,,,,,
191.52435,54.979244,,,,,,,,,,,,22.617,20.233,diag,2800,0,,,,,,,,,
136.45811,39.13102,7.19336275380359E+017,10.8822,0.7578,-37.721,0.894,-22.513,0.757,43.928,1.097,20.509386,18.998974,,18.696447,par+pm,2600,1,M9V,,,,,,,,
138.09483,40.98128,8.1562896541417E+017,6.5485,0.4415,-0.607,0.443,0.027,0.324,0.607,1.099,19.653093,18.222832,21.373,18.294,par+diag,2900,1,M7V,,,,,,,,
191.4251,55.025887,,,,,,,,,,,,22.437,20.121,diag,2200,0,,,,,,,,,
134.84671,37.191853,7.18653379874105E+017,6.0026,1.1,-31.23,1.283,-23.74,0.935,39.229,1.09,20.563416,19.04777,,18.787804,par,2800,0,,,,,,,,,
191.3931,55.055824,,,,,,,,,,,,22.464,20.089,diag,2500,0,,,,,,,,,
189.86473,55.260338,1.57129210854354E+018,,,,,,,,,20.429024,18.304258,21.93,17.773,diag,1600,1,L5V,,L5,,L5,,,L5,
136.57512,39.46016,7.19368676612458E+017,14.8851,0.3252,-3.788,0.303,-84.346,0.242,84.431,1.149,19.197372,17.652006,21.6,17.497,par+diag,2600,1,M8V,,,,,,,,
190.00696,55.294792,1.57129317369499E+018,32.3342,0.0752,-81.701,0.062,-93.839,0.072,124.422,0.898,16.454117,14.987232,18.258,14.745,all,2900,1,,,,M7,,,,,
209.01971,50.124264,1.5106674382736E+018,6.7619,0.4653,-36.52,0.403,-53.412,0.446,64.704,1.091,20.14042,18.672968,21.756,18.418,all,2800,1,M8V,,,,,,,,
190.35176,55.271355,1.57130100342031E+018,9.0156,0.7413,31.764,0.82,-39.826,0.919,50.942,1.225,20.619457,19.090172,,18.577631,par+pm,2600,0,M9,,,,,,,,
137.83951,40.88962,8.15607348843727E+017,6.2481,0.3054,-23.122,0.299,-85.669,0.256,88.735,1.032,19.003904,17.534323,20.518,17.619,par+diag,2800,0,,,,,,,,,
138.96788,42.029247,8.16061378426942E+017,8.9152,0.9876,-50.357,0.887,-25.593,0.804,56.487,1.103,20.509794,19.041784,,18.851389,par+pm,2700,1,M8V,,,,,,,,
134.41304,36.836746,7.18620630748481E+017,7.4821,0.4397,-120.86,0.428,3.089,0.332,120.9,1.045,19.81596,18.33404,,17.965586,par,2900,1,M7V,,,,,,,,
133.22653,35.150066,7.16737236049324E+017,6.9614,0.3391,-21.284,0.272,-38,0.24,43.555,1.06,19.045988,17.584429,20.884,17.413,par+diag,2800,0,,,,,,,,,
182.25772,55.926086,1.57367807884028E+018,2.7751,1.0043,-11.558,1.022,11.453,1.072,16.272,1.03,20.802307,19.422455,,19.117928,pm,2900,0,,,,,,,,,
193.6046,54.83335,1.57034144330085E+018,4.957,0.4949,-120.266,0.454,18.154,0.493,121.629,0.979,20.448278,19.009518,,19.027569,par+pm,2800,0,,,,,,,,,
138.40547,41.575394,8.16027121768814E+017,6.3166,0.4433,-33.686,0.466,5.717,0.466,34.168,1.078,19.608116,18.126938,21.698,17.957,all,2800,1,M7V,,,,,,,,
138.59555,41.775414,8.16053544406529E+017,6.498,0.6931,-53.364,0.629,-65.827,0.672,84.74,1.006,20.191599,18.814873,,18.626242,par+pm,2900,0,,,,,,,,,
137.45978,40.62721,8.15644113763347E+017,7.8596,0.3304,3.488,0.352,-55.687,0.343,55.797,1.002,19.440529,18.077194,,17.7711,par,2900,1,M7V,,,,,,,,
134.67097,37.330975,7.18669077979915E+017,2.9198,0.8042,-19.42,0.841,-13.689,0.715,23.76,1.03,20.41214,19.042725,,18.986147,pm,2900,0,,,,,,,,,
185.30736,55.856735,1.57434534495864E+018,6.1475,0.7079,10.461,0.618,-3.982,0.632,11.193,1.09,20.370127,18.86247,,18.550545,par+pm,2800,0,,,,,,,,,
131.35043,32.293934,,,,,,,,,,,,22.346,20.118,diag,2900,0,,,,,,,,,
208.59961,50.505356,1.51086631243891E+018,8.7334,0.3396,-24.497,0.317,15.798,0.39,29.149,1.087,19.70452,18.19042,21.899,17.942,all,2800,1,M8V,,,,,,,,
135.5358,38.521046,7.19247764693914E+017,10.0116,0.643,-32.069,0.67,-43.543,0.587,54.078,1.066,20.232964,18.683832,,18.584034,par,2600,1,M9V,,,,,,,,
188.52312,55.63499,1.57154716088067E+018,12.636,0.4034,-99.696,0.373,20.745,0.441,101.832,1.126,19.985313,18.39872,21.943,17.877,all,2500,1,M9V,,,,,,,,
220.7664,42.541424,1.49002183971958E+018,3.7203,0.8359,7.661,0.899,-7.353,1.094,10.619,1.073,20.750652,19.382393,22.193,18.86,pm+diag,2800,0,,,,,,,,,
132.89821,34.94371,7.16353781370505E+017,4.7193,1.199,37.784,1.428,-7.219,1.173,38.467,1.211,20.674612,19.367792,,19.046135,pm,2900,0,,,,,,,,,
190.86658,55.382763,1.57125925633867E+018,,,,,,,,,21.121305,20.13378,22.09,19.792,diag,2900,0,,,,,,,,,
183.01495,56.040802,1.57365300052477E+018,6.0953,0.585,-92.981,0.592,-45.243,0.629,103.404,1.133,20.504036,18.871225,,18.718891,par+pm,2600,0,M8,,,,,,,,
135.86241,38.991436,7.1928463269404E+017,7.3517,0.713,-58.925,0.66,-34.636,0.561,68.351,0.995,20.274614,18.814589,,18.612732,par,2700,1,M8V,,,,,,,,
191.20497,55.356373,1.57134175407054E+018,8.8062,0.4589,24.327,0.409,9.729,0.459,26.2,1.161,19.9502,18.454485,22.178,18.145,all,2800,0,M8,,,,,,,,
138.84587,42.22759,8.16113536511909E+017,6.7094,0.9927,13.155,1.429,-45.05,0.8,46.932,1.129,20.671465,19.108923,,19.008451,par+pm,2600,1,M9V,,,,,,,,
134.21492,36.941032,7.18636608026823E+017,9.3969,0.3308,-103.093,0.357,-139.032,0.29,173.084,1.074,19.307762,17.888557,21.253,17.59,par+diag,2800,1,M7V,,,,,,,,
220.6646,42.741165,1.49009488852334E+018,6.989,1.1223,-56.029,1.006,4.26,1.653,56.19,1.146,20.820135,19.45512,,18.98766,par,2800,0,,,,,,,,,
130.59465,31.1511,7.06492918711918E+017,6.6258,0.6023,-30.951,0.619,-34.194,0.472,46.122,1.054,19.984756,18.487135,21.903,18.299,par+diag,2800,0,,,,,,,,,
181.4615,56.149113,1.57388561165896E+018,6.7824,0.4457,-49.05,0.405,-51.802,0.414,71.339,1.107,20.128023,18.6603,,18.410662,par+pm,2900,0,,,,,,,,,
134.44266,37.361965,7.18714127892735E+017,3.2188,0.6085,-6.619,0.536,-19.921,0.443,20.991,1.162,19.745157,18.262768,21.563,17.98,par+diag,2900,0,,,,,,,,,
187.36867,55.874424,1.57419859451607E+018,5.6794,0.651,-13.067,0.537,-4.635,0.635,13.865,1.054,20.357891,18.847843,,18.619526,par+pm,2900,0,,,,,,,,,
134.38815,37.328896,7.18713814358937E+017,7.6185,0.6729,-34.211,0.682,-155.938,0.48,159.647,1.067,20.20965,18.782122,,18.340698,par,2800,1,M8V,,,,,,,,
132.47932,34.597595,7.16506480341995E+017,4.103,0.7622,-17.423,0.856,-40.109,0.697,43.73,1.123,20.30526,18.911325,21.808,18.758,par+diag,2900,0,,,,,,,,,
191.09932,55.494606,1.57135464326676E+018,,,,,,,,,21.128859,19.599276,22.288,19.242,diag,2700,0,,,,,,,,,
130.78284,31.691328,7.09888240682536E+017,17.0885,1.5646,-49.093,2.091,-44.305,1.801,66.13,1.304,20.869585,19.336424,,19.000986,par,2500,1,L2.5V,,L3,,L3,,,L3,
134.0387,36.935593,7.18678389468627E+017,9.6425,0.2645,-141.334,0.271,-98.303,0.256,172.159,1.012,19.00791,17.567354,20.74,17.254,par+diag,2900,1,,,,M7,,,,,
136.28712,39.80208,7.19435029561862E+017,5.1779,0.7842,-94.678,0.909,-63.16,0.575,113.812,1.103,20.412056,18.96401,,18.723103,par,2900,0,,,,,,,,,
130.86429,31.974829,7.09910544448322E+017,5.6558,0.6678,-17.868,0.661,-15.435,0.514,23.612,1.064,20.280201,18.842909,,18.62376,par,2900,0,,,,,,,,,
186.83344,56.01858,1.57425676555313E+018,7.3167,0.8031,-116.691,1.42,6.463,1.138,116.87,1.033,20.743242,19.229713,,18.964176,par+pm,2700,0,,,,,,,,,
130.69736,31.674644,7.09899716834056E+017,4.7639,0.5737,-38.001,0.56,-20.788,0.434,43.316,1.066,20.062683,18.636173,21.6,18.344,par+diag,2900,0,M6V,,,,,,,,
134.11563,37.177277,7.1869137745045E+017,4.9636,0.9337,-14.756,1.301,-10.723,1.166,18.241,1.105,20.594732,19.128918,,18.71933,par,2700,0,M8,,,,,,,,
133.49136,36.36534,7.17139141910655E+017,2.9402,0.9586,-6.825,0.937,-13.339,0.783,14.984,1.021,20.524456,19.071049,,19.163801,pm,2900,0,,,,,,,,,
135.99382,39.600925,7.19410629853218E+017,3.7759,0.8332,29.56,0.742,-26.364,0.913,39.609,1.055,20.270863,18.911066,21.907,18.65,pm+diag,2900,0,,,,,,,,,
181.61443,56.338642,1.57388324083738E+018,7.0633,0.6751,-66.887,0.64,-15.382,0.64,68.633,1.109,20.455215,18.922215,,18.806805,par+pm,2700,0,M7e,,,,,,,,
220.98825,42.798615,1.49005458455024E+018,3.615,0.5736,3.452,0.47,-21.793,0.692,22.065,1.021,20.599373,19.18326,22.097,18.998,all,2900,0,,,,,,,,,
220.13588,43.635277,1.49315153514317E+018,18.0256,0.0976,-209.497,0.091,-109.558,0.106,236.415,0.99,17.871504,16.421728,19.627,16.145,all,2800,1,,,,M7,,,,,
181.83629,56.391483,1.573904303357E+018,4.8184,0.6447,-0.227,0.549,-12.707,0.631,12.709,1.095,20.304867,18.853598,,18.68621,par,2800,0,,,,,,,,,
188.13313,56.02382,1.57157358351949E+018,4.2552,0.5103,14.853,0.502,-63.579,0.574,65.291,1.11,20.36444,18.959183,,18.572311,par+pm,2900,0,,,,,,,,,
182.89224,56.369816,1.57520530478559E+018,12.4625,0.5081,77.401,0.51,-160.299,0.564,178.008,1.204,20.177807,18.632647,,18.218857,par+pm,2500,1,,,,M9,,,,,
131.3321,33.15416,7.10147381828388E+017,5.7085,0.6856,7.618,0.749,-31.967,0.554,32.862,1.094,20.38975,18.92453,,18.728405,par,2900,0,,,,,,,,,
182.694,56.392567,1.57520894262371E+018,5.8229,1.7297,-15.986,2.134,18.517,1.628,24.463,1.171,20.934118,19.489265,,19.335285,pm,2900,0,,,,,,,,,
134.33582,37.72153,7.18740962848911E+017,2.9043,1.0891,7.452,1.088,-29.563,0.929,30.488,1.09,20.497732,19.185844,,18.829012,pm,2900,0,,,,,,,,,
187.7647,56.09648,1.57457428389705E+018,5.344,1.2481,-49.864,1.545,-24.746,1.956,55.667,1.193,20.686264,19.172468,,18.754787,pm,2600,1,M8V,,,,,,,,
131.31296,33.172134,7.10150409782153E+017,8.1411,0.3922,-1.286,0.421,-14.003,0.327,14.062,1.026,19.743116,18.268133,21.518,18.087,par+diag,2800,0,,,,,,,,,
181.83209,56.44231,1.57390602134369E+018,20.0622,0.1044,0.615,0.098,56.962,0.102,56.965,0.983,17.525826,16.054863,19.558,15.991,all,2900,1,M7V,,M6,,,,,,
130.7566,32.220448,,,,,,,,,,,,22.206,19.974,diag,2500,0,,,,,,,,,
135.9525,39.805084,7.20165105284709E+017,12.0923,0.3171,-43.8,0.295,-41.433,0.333,60.292,1.008,19.20404,17.697016,,,par+pm,2800,1,,,,M7.5,,,,,
194.8559,55.167255,1.57632199198678E+018,4.636,0.5378,-16.116,0.499,-13.227,0.646,20.849,1.056,20.1948,18.729284,22.073,18.628,all,2900,0,,,,,,,,,
138.02565,42.058834,8.16849320241672E+017,12.651,1.0432,-147.302,1.652,51.611,1.222,156.082,1.126,20.558044,18.954649,,,par+pm,2500,1,L0e,,L0,,L0,,,L0,
233.87593,20.575693,1.21111917475773E+018,5.5773,0.6902,-4.135,0.713,0.585,0.586,4.176,1.064,20.237947,18.840143,,18.590174,par,2900,0,,,,,,,,,
185.98845,56.29619,1.5742782747545E+018,8.8032,0.2647,-55.907,0.23,24.078,0.227,60.872,1.102,19.12386,17.692343,,17.522696,par+pm,2900,0,,,,,,,,,
188.42635,56.102093,1.57158667457931E+018,6.3614,0.8226,-95.237,0.992,-27.678,0.861,99.178,1.186,20.693441,19.25168,,18.90846,par+pm,2700,0,,,,,,,,,
132.79375,35.717678,7.16999847529864E+017,5.4426,0.7642,-26.596,0.738,9.984,0.526,28.408,1.097,20.32597,18.844957,,18.738106,par,2900,0,,,,,,,,,
130.5916,32.042053,7.09961014607302E+017,6.2235,0.56,-42.106,0.507,-23.952,0.38,48.442,1.069,19.909395,18.429682,21.544,18.351,par+diag,2900,0,,,,,,,,,
131.09885,32.97012,7.10122539737546E+017,6.9627,0.4989,-28.223,0.455,-15.235,0.38,32.073,1.121,19.646017,18.155447,21.558,17.987,par+diag,2900,0,,,,,,,,,
220.88338,43.16174,1.49011055656404E+018,4.2889,0.9729,8.428,1.081,-24.975,1.429,26.359,1.143,20.807482,19.27387,22.1,19.136,pm+diag,2800,0,,,,,,,,,
196.13947,54.98073,1.56437676451906E+018,4.8176,1.3448,-44.118,1.886,-6.623,1.215,44.612,0.963,20.862144,19.485619,,19.406168,pm,2900,0,,,,,,,,,
136.80586,40.880188,8.16319763659097E+017,7.7371,0.4191,-53.288,0.398,-32.672,0.4,62.506,1.152,19.472885,17.981554,,17.73855,par+pm,2700,1,M8V,,,,,,,,
189.52649,56.04417,1.57162055328079E+018,9.3424,0.6753,31.208,0.589,-98.178,0.785,103.019,1.173,20.289705,18.704563,22.401,18.376,all,2600,1,M9V,,,,,,,,
134.15582,37.770447,7.18743569892699E+017,12.8471,1.1694,-78.895,1.041,-35.908,1.077,86.683,1.084,20.674694,19.177574,,18.624166,par,2500,1,M8V,,,,,,,,
130.36742,31.840534,7.09951741774749E+017,4.1825,0.722,41.715,0.669,-23.756,0.476,48.005,1.229,19.837952,18.390224,21.475,18.239,par+diag,2900,1,M7V,,,,,,,,
196.53099,54.977676,1.56432766015811E+018,5.3111,0.7913,-40.27,0.663,31.33,0.773,51.022,1.078,20.473118,19.034615,,18.953033,par+pm,2900,0,,,,,,,,,
133.95651,37.57468,7.19485259205127E+017,6.3948,0.7208,-12.995,0.711,-33.282,0.547,35.729,1.072,20.402,18.91845,,18.533398,par,2800,0,,,,,,,,,
130.80406,32.66994,7.10018670248494E+017,4.1268,0.7821,-7.927,0.997,-59.057,0.977,59.586,1.033,20.288023,18.918495,21.692,18.671,par+diag,2900,0,,,,,,,,,
221.78136,42.46883,1.4902058060542E+018,2.9267,1.0199,12.412,0.91,-31.846,1.074,34.179,1.061,20.739883,19.351837,,19.093803,pm,2800,0,,,,,,,,,
131.96866,34.679127,7.1651994506444E+017,6.0338,0.4119,-21.024,0.427,-31.393,0.322,37.782,1.007,19.746323,18.351866,21.182,18.184,par+diag,2900,0,,,,,,,,,
195.04071,55.29157,1.57640552480572E+018,16.2997,0.4526,-265.573,0.404,73.222,0.483,275.482,1.099,20.087404,18.491674,,18.199442,par+pm,2450,0,,,,,,,,,
221.57233,42.703262,1.49022439467165E+018,7.8467,1.2131,-122.708,1.175,-31.187,1.18,126.609,1.179,20.807365,19.316107,,18.873634,par+pm,2600,0,,,,,,,,,
133.0575,36.379032,7.17147422606578E+017,6.1865,0.5108,-13.047,0.554,-9.062,0.538,15.885,1.065,19.952316,18.54561,21.369,18.544,par+diag,2900,1,M7V,,,,,,,,
220.97539,43.278584,1.49048806700974E+018,,,,,,,,,21.015177,19.482779,22.233,19.266,diag,2900,0,,,,,,,,,
220.93388,43.34311,1.49050019599721E+018,5.5552,0.576,39.329,0.493,-9.407,0.725,40.438,1.089,20.338577,18.793846,,18.589003,par+pm,2800,0,,,,,,,,,
134.94917,38.961708,7.20020790087121E+017,6.3372,0.5143,-85.35,0.461,-33.224,0.441,91.588,1.082,19.498825,18.031092,21.283,17.891,par+diag,2900,1,M7V,,,,,,,,
129.54231,30.37722,7.09332437553474E+017,4.4583,0.8525,16.568,0.963,-39.01,0.787,42.383,1.113,20.30837,18.882767,,18.901981,par,2900,0,,,,,,,,,
130.47389,32.230396,7.09979946823658E+017,5.224,1.256,-23.991,1.132,-20.758,0.86,31.725,1.075,20.681479,19.293926,,18.935654,pm,2900,0,,,,,,,,,
134.38814,38.285957,7.19604487498283E+017,3.6896,1.9672,-15.292,1.917,21.102,1.498,26.061,1.119,20.811735,19.40591,,19.168133,pm,2900,0,,,,,,,,,
189.81024,56.13877,1.57162495132866E+018,6.4939,0.4049,8.095,0.371,24.316,0.415,25.628,1.066,19.955326,18.529684,21.778,18.214,all,2900,1,M7V,,,,,,,,
234.15756,20.357952,1.21105361208215E+018,4.4008,0.7183,7.943,0.68,-68.323,0.553,68.783,1.037,20.448664,18.978756,,18.77351,par+pm,2800,0,,,,,,,,,
180.06905,56.703785,1.57396158104044E+018,3.7478,0.5284,36.278,0.447,-6.04,0.501,36.777,1.126,20.105787,18.6678,21.565,18.483,all,2900,1,M7V,,,,,,,,
130.27684,31.881477,7.09580519161107E+017,6.9255,1.0806,-20.029,1.013,-37.395,0.857,42.421,1.152,20.537962,18.976389,,18.691141,par,2600,0,,,,,,,,,
182.95139,56.65521,1.57521612380919E+018,5.1843,1.2915,-22.172,1.365,29.439,1.503,36.855,1.886,20.832724,19.223293,,19.093517,pm,2800,0,,,,,,,,,
197.09279,54.950996,,,,,,,,,,,,22.484,20.257,diag,2200,0,,,,,,,,,
196.16312,55.155315,1.56438036799768E+018,3.7198,0.7734,-15.976,0.764,-18.196,0.965,24.214,1.026,20.627483,19.236378,,19.200554,pm,2900,0,,,,,,,,,
194.53595,55.47649,1.57633020826064E+018,8.2862,0.2462,54.292,0.218,-18.168,0.236,57.251,1.021,19.222034,17.779207,20.809,17.675,all,2900,0,,,,,,,,,
134.58228,38.661823,7.19646578176518E+017,5.7053,1.0598,-22.912,1.081,-16.33,0.744,28.136,1.149,20.585636,19.080702,22.069,18.895,par+diag,2700,0,,,,,,,,,
217.28906,46.464104,1.49463075194434E+018,6.0602,0.3885,-19.148,0.371,0.083,0.401,19.148,1.047,20.07838,18.608807,,18.5239,par,2800,1,M8V,,,,,,,,
137.50264,42.00136,8.16483350375776E+017,3.0978,0.8735,-40.43,0.827,-67.52,0.665,78.699,1.081,20.548347,19.132513,,19.106356,pm,2900,0,,,,,,,,,
187.8278,56.426514,1.57460888415195E+018,9.6481,0.2189,-95.8,0.221,-2.962,0.25,95.845,1.011,19.137615,17.619543,21.784,17.423,all,2700,1,M7,,,M7,,,,,
129.84627,31.310114,7.09538256682985E+017,4.2752,0.6775,-44.22,0.735,2.243,0.546,44.277,1.099,20.374453,18.91564,,18.752548,par,2800,0,,,,,,,,,
136.35583,40.84876,8.16309249579157E+017,7.0078,0.4499,-26.507,0.477,30.369,0.419,40.31,1.129,19.581884,18.154089,21.193,17.996,all,2900,0,,,,,,,,,
184.36319,56.7058,1.57452817742095E+018,5.6204,0.4784,-15.541,0.412,15.54,0.463,21.978,1.085,20.114426,18.6907,,,par+pm,2800,0,,,,,,,,,
193.23299,55.81426,1.57658505014401E+018,7.4689,0.4662,-41.091,0.413,-0.26,0.441,41.092,1.122,20.186157,18.680538,,,par,2700,0,,,,,,,,,
129.4276,30.573492,7.0935048071281E+017,5.3287,0.7036,-85.491,0.871,-47.22,0.63,97.665,1.056,20.293913,18.910063,,18.737816,par+pm,2800,0,,,,,,,,,
133.98251,38.061615,7.19513434190562E+017,14.4869,0.5566,-78.483,0.502,-63.419,0.533,100.903,1.146,19.776232,18.168692,21.61,17.733,par+diag,2500,1,M9V,,,,,,,,
180.98245,56.86051,1.57398172014254E+018,4.0374,0.7083,-132.802,0.882,-15.13,0.841,133.661,1.015,20.665085,19.17885,,,par+pm,2900,0,,,,,,,,,
133.1676,37.01174,7.17943194148979E+017,,,,,,,,,20.905508,19.38875,22.101,19.295,diag,2900,0,,,,,,,,,
217.24438,46.679802,1.50701795731722E+018,19.5454,0.7996,-105.921,0.735,59.179,0.863,121.332,3.417,19.057148,17.181135,21.353,16.978,all,2500,1,M9V,,,,,,,,
187.57208,56.60164,1.57461469524317E+018,10.2523,0.4311,-242.864,0.373,43.759,0.402,246.774,1.071,19.864353,18.35375,21.615,18.126,all,2700,1,M9V,,,,,,,,
221.25607,43.488464,1.49049645078561E+018,4.4524,1.103,-40.94,0.891,-1.721,2.27,40.977,1.083,20.864567,19.527597,21.77,19.269,diag,2900,0,,,,,,,,,
181.04855,56.94216,1.57393701812285E+018,6.0426,0.299,-73.554,0.301,-26.898,0.286,78.318,1.004,19.751333,18.321924,21.398,18.205,all,2900,0,M6V,,,,,,,,
133.12122,37.07538,7.17955460575501E+017,,,,,,,,,20.935495,19.873724,22.224,19.47,diag,2800,0,,,,,,,,,
221.81595,42.977524,1.49025720822178E+018,3.7501,0.3575,-19.753,0.299,4.086,0.331,20.171,1.01,20.01176,18.61804,21.886,18.289,all,2900,0,,,,,,,,,
194.43628,55.73333,1.57647503455811E+018,7.4382,0.2596,-10.562,0.226,-5.767,0.275,12.034,1.004,19.49708,18.00714,21.588,17.986,all,2900,0,,,,,,,,,
196.90224,55.26054,1.56434965039066E+018,5.6361,0.4804,-33.234,0.473,-2.781,0.542,33.35,1.14,20.117926,18.65287,,18.523094,par+pm,2900,0,,,,,,,,,
217.08443,46.92215,,,,,,,,,,,,22.167,19.87,diag,2300,0,,,,,,,,,
130.07344,32.19202,7.10163019804635E+017,5.0066,0.8202,-45.187,0.9,-49.29,0.918,66.868,1.023,20.354586,18.966286,,18.583427,par,2900,0,,,,,,,,,
131.25839,34.29701,7.16440750163568E+017,5.2171,0.6813,10.033,0.649,1.43,0.555,10.134,1.054,20.17404,18.738316,,18.668467,par,2900,0,,,,,,,,,
130.73323,33.421696,7.10336497828301E+017,6.1717,0.9868,54.258,0.849,-43.557,0.753,69.578,1.083,20.339878,18.840864,22.412,18.634,par+diag,2800,0,,,,,,,,,
183.49852,56.935993,1.57529456709103E+018,6.5532,0.5641,12.762,0.447,13.529,0.497,18.599,1.489,20.155203,18.723787,21.604,18.316,all,2700,1,M7V,,,,,,,,
221.66753,43.20477,1.49045047745507E+018,5.0758,0.9147,-28.093,0.977,-11.63,0.952,30.405,0.952,20.807323,19.422203,21.968,19.131,all,2900,0,,,,,,,,,
129.60612,31.341566,7.09548182350805E+017,6.7487,0.2765,-3.08,0.274,-19.382,0.197,19.626,1.002,19.160156,17.731934,,17.495161,par,2900,0,,,,,,,,,
137.29834,42.205784,8.16537638759836E+017,5.7701,0.3617,-28.869,0.306,-25.953,0.27,38.819,1.071,19.309996,17.886726,21.503,17.926,all,2900,0,,,,,,,,,
193.94777,55.890705,1.57649224449137E+018,4.8067,0.9602,-36.134,1.084,-30.222,1.084,47.106,1.203,20.748346,19.303465,,19.514828,par+pm,2900,0,,,,,,,,,
221.1953,43.6783,1.4905337654621E+018,5.0364,0.7082,-101.64,0.795,-35.022,0.859,107.504,1.056,20.708036,19.259205,,18.956758,par+pm,2800,0,,,,,,,,,
